0, 68
0,1,77,8,0,1,0,0
0,9,96,8,0,1,0,0
0,16,30,8,0,1,0,0
0,20,27,8,0,1,0,0
0,24,72,8,0,1,0,0
0,31,112,8,0,1,0,0
0,39,60,8,0,1,0,0
0,46,45,8,0,1,0,0
0,52,120,8,0,1,0,0
0,63,60,8,0,1,0,0
1,2,10000,4,0,0,1,0
1,3,10000,10000,0,0,0,0
1,4,10000,10000,0,0,0,0
1,5,10000,10000,0,0,0,0
1,6,10000,10000,0,0,0,0
2,3,10000,10000,0,0,0,0
2,4,10000,10000,0,0,0,0
2,5,10000,10000,0,0,0,0
2,6,10000,10000,0,0,0,0
2,7,10000,10000,0,0,0,0
2,8,10000,10000,0,0,0,0
2,68,11,4,1,0,0,1
3,68,11,2,1,0,0,1
4,68,11,2,1,0,0,1
5,68,11,2,1,0,0,1
6,68,11,2,1,0,0,1
7,68,11,2,1,0,0,1
8,68,11,2,1,0,0,1
9,10,10000,4,0,0,1,0
9,11,10000,10000,0,0,0,0
9,12,10000,10000,0,0,0,0
9,13,10000,10000,0,0,0,0
9,14,10000,10000,0,0,0,0
10,13,10000,10000,0,0,0,0
10,14,10000,10000,0,0,0,0
10,15,10000,10000,0,0,0,0
10,68,16,4,1,0,0,1
11,68,16,2,1,0,0,1
12,68,16,2,1,0,0,1
13,68,16,2,1,0,0,1
14,68,16,2,1,0,0,1
15,68,16,2,1,0,0,1
16,17,10000,10000,0,0,0,0
16,18,10000,10000,0,0,0,0
16,19,10000,10000,0,0,0,0
17,68,10,2,1,0,0,1
18,68,10,2,1,0,0,1
19,68,10,2,1,0,0,1
20,21,10000,10000,0,0,0,0
20,22,10000,10000,0,0,0,0
20,23,10000,10000,0,0,0,0
21,68,9,2,1,0,0,1
22,68,9,2,1,0,0,1
23,68,9,2,1,0,0,1
24,25,10000,4,0,0,1,0
24,26,10000,10000,0,0,0,0
24,27,10000,10000,0,0,0,0
25,26,10000,10000,0,0,0,0
25,27,10000,10000,0,0,0,0
25,28,10000,10000,0,0,0,0
25,29,10000,10000,0,0,0,0
25,30,10000,10000,0,0,0,0
25,68,12,4,1,0,0,1
26,68,12,2,1,0,0,1
27,68,12,2,1,0,0,1
28,68,12,2,1,0,0,1
29,68,12,2,1,0,0,1
30,68,12,2,1,0,0,1
31,32,10000,4,0,0,1,0
31,33,10000,10000,0,0,0,0
31,34,10000,10000,0,0,0,0
31,35,10000,10000,0,0,0,0
31,36,10000,10000,0,0,0,0
31,37,10000,10000,0,0,0,0
31,38,10000,10000,0,0,0,0
32,33,10000,10000,0,0,0,0
32,34,10000,10000,0,0,0,0
32,35,10000,10000,0,0,0,0
32,36,10000,10000,0,0,0,0
32,68,16,4,1,0,0,1
33,68,16,2,1,0,0,1
34,68,16,2,1,0,0,1
35,68,16,2,1,0,0,1
36,68,16,2,1,0,0,1
37,68,16,2,1,0,0,1
38,68,16,2,1,0,0,1
39,40,10000,4,0,0,1,0
39,41,10000,10000,0,0,0,0
39,42,10000,10000,0,0,0,0
39,43,10000,10000,0,0,0,0
39,44,10000,10000,0,0,0,0
39,45,10000,10000,0,0,0,0
40,41,10000,10000,0,0,0,0
40,42,10000,10000,0,0,0,0
40,43,10000,10000,0,0,0,0
40,44,10000,10000,0,0,0,0
40,45,10000,10000,0,0,0,0
40,68,10,4,1,0,0,1
41,68,10,2,1,0,0,1
42,68,10,2,1,0,0,1
43,68,10,2,1,0,0,1
44,68,10,2,1,0,0,1
45,68,10,2,1,0,0,1
46,47,10000,4,0,0,1,0
46,48,10000,10000,0,0,0,0
46,49,10000,10000,0,0,0,0
47,50,10000,10000,0,0,0,0
47,51,10000,10000,0,0,0,0
47,68,9,4,1,0,0,1
48,68,9,2,1,0,0,1
49,68,9,2,1,0,0,1
50,68,9,2,1,0,0,1
51,68,9,2,1,0,0,1
52,53,10000,4,0,0,1,0
52,54,10000,10000,0,0,0,0
52,55,10000,10000,0,0,0,0
52,56,10000,10000,0,0,0,0
52,57,10000,10000,0,0,0,0
52,58,10000,10000,0,0,0,0
52,59,10000,10000,0,0,0,0
52,60,10000,10000,0,0,0,0
52,61,10000,10000,0,0,0,0
52,62,10000,10000,0,0,0,0
53,54,10000,10000,0,0,0,0
53,55,10000,10000,0,0,0,0
53,56,10000,10000,0,0,0,0
53,57,10000,10000,0,0,0,0
53,58,10000,10000,0,0,0,0
53,59,10000,10000,0,0,0,0
53,68,12,4,1,0,0,1
54,68,12,2,1,0,0,1
55,68,12,2,1,0,0,1
56,68,12,2,1,0,0,1
57,68,12,2,1,0,0,1
58,68,12,2,1,0,0,1
59,68,12,2,1,0,0,1
60,68,12,2,1,0,0,1
61,68,12,2,1,0,0,1
62,68,12,2,1,0,0,1
63,64,10000,4,0,0,1,0
63,65,10000,10000,0,0,0,0
63,66,10000,10000,0,0,0,0
64,66,10000,10000,0,0,0,0
64,67,10000,10000,0,0,0,0
64,68,15,4,1,0,0,1
65,68,15,2,1,0,0,1
66,68,15,2,1,0,0,1
67,68,15,2,1,0,0,1
68,0,10000000,10000000,0,0,0,0
